text,labels
Father don&#39,Fake
ഇവനെ കയറ്റി ഐസുലേഷൻ വാർഡിൽ ഇടണം ശല്യം തീർന്നു കിട്ടും,Fake
എന്തുകൊണ്ട്  എന്ത്കൊണ്ട് എന്ത്കൊണ്ട്,Fake
ഇസ്‌റാഹീൽ തകർന്ന് ചാമ്പലാകും അമേരിക്ക തകർന്നാൽ ഇസ്‌റാഹീൽ തരിപ്പിടമാവും 😇😇😇😇,Fake
"Edo  anchoree...thaan   enthina  parihasikkunnathu??  If  they  can  not  prove  it  ,then u  can...before   they prove how  u can  insult  them?",Fake
90% percentge ആൾക്കാരും അല്ലര്ജി ഉള്ളവരാണ് സാർ,original
മൂട്ടിൽ ആലു കിളിത വിജയൻ. അയാൾക് അത് തണൽ 😂,original
പിണു മുത്തപ്പനും വീണാ ദേവിയും കൂടി  എല്ലാം ശെരിയാക്കി തരും,original
ഒരു രതസാക്ഷിയെ കിട്ടിയപ്പള് ഉണ്ടായ ഗുണം നിങ്ങള് ആയിട്ട് കളഞ്ഞ് കുളിച്ചല്ലോ ചകാവെ,original
"Naturopaths very well know about Allopathy-the utter nonsense ie, suppressing and also harmful treatment by giving palliative chemical drugs. Modern medicine cannot cure any disease even viral fever, simple coryza etc. It Suppresses to become Allergic Rhinitis, Asthma, Nipah, Corona... and the like. All these basically come from simple Viral fever. Then is it a treatment?",Fake
നാറികൾ,original
Thank you sir..🙏🙏🙏🌷,Fake
ചൈന ലോക രാജ്യങ്ങൾക്ക് ഭീക്ഷണി ആണ്... എന്നും,Fake
ഭരിക്കുന്നവർക്ക് എന്ത് തെണ്ടിത്തരവും ആവാലോ,original
പാവം നമ്മുടെ ടിച്ചർ മതി ആയിരുന്നു,original
സുര ചിരിച്ചതല്ലേ ഉള്ളൂ...<br>പ്രതീക്ഷിക്കാതെ ഒരു രക്തസാക്ഷിയെ കിട്ടിയതല്ലേ..നമുക്ക് തിരുവാതിര<br> തന്നെ ആകാം,original
"കോവിഡ് 19  കൂടാതിരിക്കാൻ കമ്മ്യൂണിസ്റ്റ് ബുദ്ധി ഉപയോഗിക്കാം. പാർട്ടി  സമ്മേളനങ്ങളിലും , പ്രക്ഷോഭങ്ങളിലും മറ്റും പങ്കെടുക്കുന്നവരെ കേരളത്തിന്റെ   കോവിഡ്  കണക്കെടുപ്പിൽ നിന്നും ഒഴുവാക്കാം, 😁😁അത് മുയുമനും അറബിക്കടലിന്റെ കണക്കിൽ ആവാം 😁ഡെൽറ്റ, ഒമൈക്രോൺ ഇവ എല്ലാറ്റിനും ഉപരി നമുക്കുണ്ട്  അത്യുഗ്രൻ  വകബേധം🤧🤧 കേരളത്തിന്റെ സ്വന്തം  സിപിഎം",original
Allenkilum Eppozhum  Thiruvathirayanallo Nadathunnathu,original
ദുരന്തം,original
Pinaray prahasanam,original
എന്നിട്ടാണ് ഇവർ പാത്രത്തിൽ കൊട്ടാൻ പറഞ്ഞത് പ്രധാനമന്ത്രിയെ കളിയാക്കിയിരുന്നേ  നാട്ടിൽ തോന്നുന്ന പോലെ.. പ്രവാസികൾക്ക് മാത്രം വേർതിരിവ്.. Risk എടുക്കുന്നത് പ്രവാസികൾ ആണ് നാട്ടിൽ വരുമ്പോൾ,original
IVATTAKALKK<br>ENDHUMAKAMALLO<br>VOTU CHEYYUNNAVARKK<br>KILIPOYI😀,Fake
Let us pray to God,Fake
റാന്നിക്കാരെ മാത്രം കുറ്റം പറഞ്ഞവർ എന്തിയേ? ഇപ്പോൾ ചില യാ ളുകൾ കേരളം മുഴുവൻ പരത്തിയപ്പോൾ ആർക്കും കുഴപ്പമില്ല,Fake
ഓണം ആയോ 😂,original
തിരുവനന്തപുരത്തെ മരണത്തിന്റെ വ്യാപാരികൾ,original
അത് പിന്നെ ഞങ്ങളുടെ പാർട്ടി സമ്മേളനം എല്ലാം ഒന്ന് കഴിഞ്ഞോട്ടെ അത് കഴിഞ്ഞ് ലോക്ക് ഡൗൺ അതിനെ പറ്റി ആലോചിക്കാം.....,original
Sound kollilla.lediesi te sound pole,Fake
CPM criminals are ruling Kerala and they will go any extent to do such unscrupulous activites,original
വാക്‌സിൻ എന്തിനാണ്?,Fake
തിരുവാതിര കളിക്ക് ഇടയിൽ ആരും ശ്രീകാന്ത് ജെട്ടിയാർ ജീയെ മറക്കല്ലേ😝😝,original
മാന്യമായി ജീവിക്കുന്നവരെ മോശമായി ചിത്രീകരിക്കുന്ന പ്രവണത ചില കൂട്ടർക്ക് ഉണ്ട്. ഈ അടുക്കളകാരി പെണ്ണുങ്ങളെ പോലെ പരദൂഷണം എന്നാണ് ഇതിനെ പറയുന്നത് ചെയ്ത ജോലിക്കുള്ള കൂലി വാങ്ങു എന്നിട്ട് മതി ബാക്കി ok,Fake
സാജ 2013ൽകുംഭമേളയ്ക്ക് 700ലക്ഷം അള് എന്ന് ഗൂഗിൾ പറയുന്നത് കണ്ടു,Fake
Appol randarzcha aalukal marichote alle?,Fake
കൊറോണ വൈറസിനെ കണ്ടിട്ടില്ല....വന്നാൽ മയ്യത്താകും.അതുമാത്രം അറിയാം...,Fake
ഛൈന മറ്റുയുറൊപ്പിൻ രാജ്യതെ തകർകാൻ ഈവൈറസിന് ഉൺഢാകിയത്,Fake
അണ്ടി 🤣🤣🤣,original
Next തിരഞ്ഞെടുപ്പില്‍ മിക്കവാറും കപ്പല്‍ മുങ്ങും.,original
.അപ്പൊ എല്ലാ മാക്രികൾക്കും.... ഹാപ്പി പിണുവാതിര  😁,original
"Stupid Malayalam media. Keep supporting the colonists. There is no virus, whoever believes about virus just believing the stupid news channels.",Fake
കഷ്ടം കേരളത്തിൽ ഇനി ഇതിലും വലിയ ദുരന്തം വരാനില്ല.... പ്രോട്ടൊക്കോൾ ആനമുട്ട 😂😂😂,original
ഏജ്‌ജാജി 😂,original
എഡിറ്റിംഗ് സൂപ്പർ,original
കോറോണയെക്കാൾ നാട്ടിന് ആപത്ത് ആണ് കമ്മ്യൂണിസ്റ്റ് പാർട്ടി,original
വല്ലാത്ത ജാതി ടീം,original
Eduthond poda oole,original
മരണതിന്റെ വ്യാപാരികൾ,original
എന്തൊരു വിരോധാഭാസം. പറയുന്നത് എന്തോ ചെയ്യുന്നത് എന്തോ..,Fake
മാർക്കിസ്റ്റ് പാർട്ടി എന്നും തൊഴിലാളികളുടെ കൂടെ ആണ് കോവിഡ് കൂടുന്തോറും എനിക്ക് ഓട്ടവും കൂടും️,original
CPIM=BJP<br>MODI=PINARAY,original
എല്ലാറ്റിനേം പിടിച്ചു അകത്തിടണം,Fake
Pedi venda jagratha mathi.,original
കല്ല്യാണത്തിനു=50<br>മരണത്തിന്നു=50<br>തിരുവാതിരക്ക്=500<br><br>അപ്പോൾ കല്ല്യാണത്തിന്നു തിരുവാതിരയും ഉണ്ടായാൽ=550<br><br>അത് പൊളിച്ചു😃😃😃,original
എന്തായാലും മരണം നിശ്ചയം. അതറിയാവുന്നവർ ആയിരിക്കും covid മേളയിൽ പങ്കെടുക്കുന്നത്!അവർ എല്ലാം ഉപേക്ഷിച്ചു മേളയിൽ പങ്കെടുക്കുന്നു.രക്ഷ കിട്ടുമെന്നു വിശ്വസിച്ചു പോകുന്നു. സത്യം ദൈവത്തിൽ നിന്ന് പ്രാപിച്ചെങ്കിൽ 😇.,Fake
ശരി യാകാൻ ഇടയില്ല. <br>.. ചൈനയിൽ ഇപ്പോഴും മരണം കൊറോണ 19കാരണം കൊണ്ട് സംഭവിച്ചു കൊണ്ടിരിക്കുന്നു... വെറുതെ. അപവാദം പറഞ്ഞുണ്ടാക്കാതെ... ബ്രോ..,Fake
ഈ  ആത്മ  വിസ്‌വാസം  എല്ലാവരെയും  രക്ഷിക്കട്ടെ,Fake
മൂക്കിൽ പനിക്കു ഇത്രയും വേണോ? 😃,original
I liked the way of presentation. The clips and cut paste.,Fake
സിപിഎം സമ്മേളനങ്ങൾ എല്ലാം കഴിഞ്ഞാൽ കേരളം ലോക്ക് ആക്കും. ഉറപ്പാണ്. സമ്മേളനങ്ങൾ കഴിയാൻ കത്തിരിക്കുകയാണ് ലെവമാർ. ഇപ്പൊ ഉള്ള 75 ഉം 150 ഒക്കെ അതിനുള്ള ഇളവ് ആണ്,original
നാട് നാശിപ്പിക്കുന്ന പാർട്ടി ldf,original
China Poorimakkal Puzhutha Thalleyolikal 🤮🤮🤮🤮🤮,Fake
Kashtam thanne ... 😳😢,original
"International conspiracy used  China as a tool to destroy the nation, one world government starting with Corona, international one world agenda !!!!??",Fake
കു ബമേള കൊറോണ മേള ആയില്ലേ  ഗംഗാദേവി വരും രക്ഷിക്കാനെന്ന് പറഞ്ഞ ഒരു മുഖ്യമന്ത്രി ഉണ്ടവിടെ,Fake
Aduppilum thooram,original
ബഹു. കോടതി സ്വമേധംയ കേസ് എടുക്കണം,original
മറുനാടൻ.. നിങ്ങൾപറഞ്ഞതു കറക്ട് കാര്യമാണ്. ഇ വാർത്ത ഇവിടെ നിർത്തരുത്. എല്ലാ ചാനലിലും വരണം. ഇതു ലോകമറിയണം. ഇതിനു പകരംചെയ്യണം... pleas,Fake
അവർക്ക് ആരെയെങ്കിലും ചികിൽസിക്കാൻ അവസരം കൊടുത്തു കൂടെ അവരുടെ വെല്ലുവിളി ഏറ്റെടുക്കുവാൻ തയ്യാറാവണം.,Fake
Ithrayum adhipadhicha oru partyyy,original
അതിനെന്താ? 150 എന്നതിലെ &quot,original
ഗതികേട്,original
കൊറോണയെയും ലോകാവസാനത്തെക്കുറിച്ചും വിശുദ്ധ ബൈബിളിൽ വെളിപാടിന്റെ പുസ്തകത്തിൽ വളരെ വ്യക്തമായ്‌ പറയുന്നുണ്ട്. കർത്താവ് പറയുന്നുജാഗ്രതയോടെ ഇരുന്നോളുക.,original
lokethengum chavattukottayilekk valicherinja ee party evde shobikkana,original
ഇവിടെയുള്ള പാവങ്ങെള അറിയാതെ ജിഹാദി ബീകരർ ചതിച്ചതായിരിക്കും ചൈന ലോകത്തെ ചതിച്ച പോലെ ആരെങ്കിലും അറിഞ്ഞു കൊണ്ട് ഇതിന് നിന്നു കൊടുക്കില്ലല്ലോ,Fake
നല്ല  അവതരണം സാജൻ ചേട്ടാ...,Fake
ഇവർ സത്യത്തിൽ എന്ത് ജീവികൾക്ക് ഉണ്ടായതാണാവോ?,Fake
ചൈന യിൽ തുടങ്ങി ഇന്ത്യ കേരളം trivandrum  vare ethy😔,Fake
ചൈനയിൽ നിന്നും ഈ കൊച്ചു കേരളത്തിൽ എത്തിയെങ്കിൽ എന്തുകൊണ്ട് അവിടെ ഒന്നും ഉണ്ടായില്ല... something ഫിഷി.....,Fake
It is very easy to defeat china ....don&#39,Fake
"കരയിലും കടലിലും പ്രശ്നങ്ങളുണ്ടാക്കുന്നത് മനുഷ്യരാണ്, വിശുദ്ധ ഖുർആൻ !!!",Fake
അങ്ങയുടെ വാക്കുകൾ ഓരോ മനുഷ്യനും കുളിർമഴയാവട്ടെ.. താങ്ക്സ് sir,Fake
"ദൽഹി ഭരിക്കുന്നവർ എവിടെ എന്തെടുക്കുവായിരുന്നു,,,? ഇവർ അറിഞ്ഞില്ലേ ഈ നശിച്ച കൂട്ടങ്ങളെ,,,... വൻ പരാജയമായല്ലോ  Kejri.. രാജ്യം മുടിച്ചു നിങ്ങടെ അനാസ്ഥ കൊണ്ട് മാത്രം,,,, ഇനി അവരെ അവിടെ പൂട്ടിയിടുക,,, ജനങ്ങൾ രക്ഷപ്പെടട്ട്",original
എല്ലാവരും കേക്കുന്നുണ്ടല്ലോ അല്ലേ..........,original
മോദിജി പാത്രം കൊട്ടാൻ പറഞ്ഞു വീടിനുള്ളിൽ .തമ്പ്രാനും  പാർട്ടിയും തിരുവാതിര കളിക്കാനും,original
Enthe Useless Vijayaaa😁😁😁,Fake
"Thakyou, sir☺️",original
ഇവിടെ ഒരു കല്യാണം നടത്തി ഒന്ന് ആള് കൂടിപ്പോയാൽ അപ്പൊ വരും കേസ് പെറ്റി തേങ്ങാ എന്നും പറഞ്ഞ്,original
ചിന്തിയ്ക്കാനറിയാത്ത ചിന്ത ജെറോമിനെ പോലുള്ള കമ്മ്യൂണിസ്റ്റുകളാണ് ഇന്ന് ലോകജനത്തിന്റെ ഒരേ ഒരു ശത്രു.,Fake
vidagdar ethiyallo 🤣🤣🤣🤣🤣🤣🤣🤣,original
This woke me up to the unpleasant truth of how biased we are in our thinking. Many were and are still critical of the Tablighi Jamaat meeting conducted in Delhi during the beginning of the Covid crisis.  But are we equally vehement in criticizing the huge crowds gathered during the Kumbh ?,Fake
രക്ഷകരും ശിക്ഷകരും ഒരാളോ? Something fishyyyy,Fake
ഹി ഹി ഹി ഹി  പിണറായി   😂😂😂😂😂😂😂😂,original
Avaru thanne undakki.. appol  athinte medecen  avarkku ariyam,Fake
ഈ പാർട്ടി വേറെ പാർട്ടിയാണ്. ഇരട്ടത്താപ്പ് ഔദ്യോഗിക നയമായി പ്രഖ്യാപിക്കണം.,original
ഇവന്മാരുടെ ഉദ്ദേശം നമ്മുടെ രാജ്യത്തെ തകർക്കുക എന്നത് തന്നെ ആണ് തീവ്രവാദികൾ,Fake
"Go and research how China deals with COVID-19 they not only depend on morden medicine but also used their traditional Chinese medicine to tackle with covid-19 in India we do not value our traditional knowledge you go and check Germany how they are promoting Ayurveda and other alternative medicine in their country along with modern medicine,",Fake
100% literacy 🔥,original
😂😂😂... Educated ആണ്..,original
"കൊറോണ കച്ചവടം ചാനലുകാർ നന്നായി ആഘോഷിച്ചു,epol ആർക്കും never mind,",Fake
നിയമങ്ങൾ  ഒക്കെ ജനങ്ങൾടെ  നെഞ്ചത്തേയ്ക്ക് മാത്രം  ഉള്ളൂ... ഓരോ,original
Nalla ombiya song,original
S  point good,Fake
"ഷാജൻജി തെരഞ്ഞെടുപ്പ് അടുക്കുമ്പോൾ കൊറോണ പമ്പ കടക്കും എന്ന് നോം പലപ്പോഴും പറയാറില്ലേ, ഇനിയത് ഇലക്ഷൻ കഴിഞ്ഞോടി വരും.നമുക്ക് ഇതറിയാമല്ലോ.ഈ സൂക്കേടെന്തെന്നറിയാമല്ലോ.അതിന് ഗവേഷണമൊന്നും അധികം ചെയ്യണ്ട.😂😂😂.",Fake
Trump was True,Fake
നന്ദി. നല്ല പ്രതീക്ഷ നൽകുന്ന വാക്കുകൾക്ക്.,Fake
"Well presented, to the point",Fake
എങ്കിലും പ്രവാസികൾ ക്ക്...,original
അതെ ഈ പറഞ്ഞ കാര്യങ്ങളെല്ലാം സഖാവ് പിണറായി വിജയന്റെ കഴിവ് തന്നെ സമ്മതിച്ചു എനിയും അങ്ങനെ തന്നെയാവട്ടെ . ഞാനൊരു പ്രവാസിയാണ് സഖാവെ ആ ഏഴ് ദിവസത്തെ കോറന്റീനും കൂടിയൊന്ന് ഒഴിവാക്കി തരുമോ. എന്നാ ഇത് പോലൊരു തിരുവാതിര ഞങ്ങൾ പ്രവാസികൾ എയർപ്പോട്ടിൽ വെച്ച് കളിക്കാം,original
പണിക്ക് പോവാതെ ഇരുന്നാലും കുടുംബം പട്ടിണി ആയാലും ഇനിയും പോയി വോട്ട് ചെയ്തു കൊടുക്ക് അപ്പൊ ശെരിയാകും,original
Ini aryippu Varum veettil vare samoohika akalam paalikkanam.. pakshe njangal roadilirangi thiruvathira nadathum.. maskum samoohika akalavum onnum njangal palikkoolaa.. ennittu lockdown kalipikum adangi otjungi irunnonam..nammudeyokke Oro gathikedu,original
Chinese presidents wife is working in WHO top post. This post is only to protect China&#39,Fake
അങ്ങനെ തിരുവാതിര എന്ന മഹാകലാരൂപത്തെയും അപമാനിച്ചു......,original
മന്ത്രിയുടെ നിർദേശം സി പി എം ഒഴികെയുള്ളവർക്കാണ്,original
Police marichappol criket kanddi,original
പൂർണമായും ജേക്കബ് സാറിനെ തള്ളരുത്.. നാച്ചുറോപ്പതി അത്ഭുതം സൃഷ്ടിക്കുന്നത് ഞാൻ കണ്ടിട്ടുള്ളതാണ്.,Fake
അകലം പാലിക്കാൻ വട്ടം വരച്ചിട്ടുണ്ടത്രേ. അപ്പൊ പരസ്പരം കയ്യ് അടിക്കുന്നതിൽ  തെറ്റില്ല അല്ലെ.വട്ടത്തിൽ നിന്നാൽ മതി 🤣🤣🤣🤣🤣🤣,original
Oru kayyabatham nattilkarud,original
No body is talking about the peoples gatherings in temples,original
ചൈനയെ വിശ്വസിക്കാൻ കൊള്ളില്ല. പരമാവധി ചൈനയുടെ പ്രൊഡക്ടുകൾ  വാങ്ങാതിരിക്കുക.,Fake
ന്തോന്നടെയ് ഇതൊക്കെ,original
നാണമില്ലാത്ത ജന്മം 😥പിണുവാതിര 😁,original
കമ്മ്യൂണിസ്റ്റ്‌ പൊളിഞ്ഞു തുടങ്ങി,Fake
Avatharanam  oru rkhsayumilla ore Poli😂😂😂,original
"<a href=""https://www.youtube.com/watch?v=ClIuHSpxIqI&amp;t=14m44s"">14:44</a> Haa ippo manisilayille 🇨🇳 udayipannu panna <b>*</b>",Fake
Uff ijjaathi 😂,original
Achanmaronnum ipo peedppikklye 😂😂☺️🤣😄,original
Omicrone kadakk purath ......,original
7ഴം അറിവ്.. മൂവി പറയുന്നത് ശെരിയാ.. ഇപ്പോ അത് മനസിലായി... അന്ന് ആ സിനിമയെ പുച്ചിചവർ ഇന്ന് ആ സിനിമയെ പറ്റി. പറയുന്നു..,Fake
അവിടെ പങ്കെടുത്തവർ 1000/- രൂപ വെച്ച്  പെറ്റി അടിക്കണം....,Fake
Jayipichatallea anubhavichoooo,original
Pinarayikk adppilum avam 🤣,original
കൊറോണ ഇന്ത്യയിൽ വന്നാൽ ചാണം വാരിക്കോരി തിന്നാനും കുടിക്കാൻ ഗോ മൂത്രം മരുന്ന് കണ്ടുപിടിച്ചു,Fake
ട്രംപാണ് കൂടുതൽ ശരിയെന്നു തോന്നുന്നു.,original
ഒരുപെണ്ണിനെഇത്പറഞ്ഞതിൽൻപേരിൽകുത്തികൊന്നത്.സാജൻ.അറിഞ്ഞില്ലേ.,Fake
Good,Fake
ചെനയുടെ എല്ലാ നിലപാടുകളും എപ്പോഴും ഇന്ത്യക്ക് എതിരായിരുന്നു&#39,Fake
ഇതിനൊന്നും കുഴപ്പില്ല   പ്രവാസികൾ നാട്ടിൽ വന്നാൽ   10സം  ഇരിക്കണം   നാണമുണ്ടോ സർക്കാരെ    നാണമില്ലാത്ത  ഭരണകൂടം,original
എന്ന പിന്നെ കൊറോണ കഴിഞ ഒരു യുദ്ധവും പ്രതീക്ഷിക്കേണ്ടി വരൊ,Fake
പിണറായി നാട് വാണിടും കാലം മനുഷ്യർലരും ഒരു പോലെ 😂😂😂കൊറോണ ഇടക്ക് കേറി വന്നാൽ പിണറായി -തിരുവാതിര നടക്കുന്നത് കണ്ടിലെ കടക്ക് പുറത്ത് 😂,original
ആ ഡോക്ടർക്ക് കൊറൊണ വരാതിരുന്നാ മതി,original
നാറിയ പരനാറിയും അവന്റെ മരുമകനും കൂടെ നശിപ്പിക്കും കേരളം,original
China products long lasting അല്ലാ....ഈ മഹാമാരിയും വേഗം മാറട്ടെ.....,Fake
"എല്ലാം തകർന്നു, ലോകം അവസാനിച്ചു, ഇന്ത്യ നശിച്ചു, കേരളത്തിന്റെ കഥ കഴിഞ്ഞു എന്നൊക്ക ആണല്ലോ ഇതുവരെ പറഞ്ഞത്. ആരും മൈൻഡ് ചെയ്യാതായപ്പോൾ അടുത്ത  &quot;ട്വിസ്റ്റു&quot;മായി വന്നിരിക്കുന്നു...",Fake
കാരണഭൂതൻ 😂😂,original
Sir.....good sir,Fake
ലോകം നിയത്രിക്കുന്ന ഒരു രക്ഷിതാവ് ഉണ്ട് അവനു അറിയാം എല്ലാം ആരായാലും ഇതിന് അവൻ കൊടുക്കും,Fake
"Bjp, കോൺഗ്രസിന്റെ ഒക്കെ ഊളത്തരങ്ങൾ കാരണം കമ്മ്യൂണിസ്റ്റുകാരെ സപ്പോർട്ട് ചെയ്തിരുന്നു ഇപ്പോൾ മനസ്സിലായി എല്ലാം കണക്കാ 🤦🤦🤦🤦",original
Nthu jaagrathaa തിരുവാതിര ജാഗ്രതാ aano,original
buthiyillatha kore yennathine boat cheyith vijayicha njmmal aan sherikum pyottan maar..,original
സഖാത്തിമാര് ഇങ്ങനെ അങ്ങേരെ കളിയാക്കരുതായിരുന്നു ഒന്നുമില്ലെങ്കിലും പ്രായമെങ്കിലും കണക്കാക്കണ്ടെ,Fake
"Evideyaayirunnu ee &quot;som nalshaan&quot; itranaal, ente yearly leave naasamaaki naarikal",Fake
Kappithaaanund kappithaaan 100% thiruvaathira kali kandaaleee appi iduuuu.<br>Kappithaanu vendi njhanghal kappal vare odikkum ella jillakiludee,original
പ്വോളി,original
Amazing,Fake
കമ്മ്യൂണിസ്റ് വെറും കോമഡി ആയി വരുവാണ് 🤣,original
കോവിഡിന് മരുന്നു കണ്ടുപിടിച്ചിട്ടില്ല എങ്കിലും ധാരാളം രോഗികൾ സുഖം പ്രാപിക്കുന്നു. ലോകത്തിലെ മരണനിരക്ക് രോഗികളുടെ ആറു ശതമാനത്തിനു മുകളിൽ വരുമ്പോൾ ഇന്ത്യയിൽ അത് മൂന്നു ശതമാനവും രോഗികളുടെ എണ്ണത്തിൽ രണ്ടാമതു നിൽക്കുന്ന തമിഴ് നാട്ടിൽ അത് ഒരു ശതമാനത്തിന് താഴെയുമാണ്.,Fake
"ഒരു മാസത്തെ ലീവിനൊക്കെ ആണ് പ്രവാസികൾ നാട്ടിലേക്ക് വരുന്നത്. അതും ഒരു വർഷത്തിലോ രണ്ടു വർഷത്തിലോ ഒക്കെ. കോവിഡ് ടെസ്റ്റ്‌ ചെയ്തു റിപ്പോർട്ട്‌ നെഗറ്റീവ് ആയാൽ പിന്നെ ക്വാറന്റൈൻ എന്തിനാ. തിരുവാതിര സൂപ്പർ song അതിലേറെ സൂപ്പർ.. Social distance, mask അങ്ങനെ എല്ലാ മാനദണ്ഡവും പാലിച്ചിട്ടുമുണ്ട്....",original
മലയാളി lunky news..,Fake
എന്ന്പറയുന്നപരിപാടിനാട്ടിൽഅനീതിയുംഅക്രമവുംകൊടികുത്തിവാഴുന്നു,original
ബിസിനസ്. <br>ജേക്കബ് വടക്കാഞ്ചേരി പറയുന്നത് ഏതാണ്ട് ശരിയായി വരുന്നു.,Fake
Kesedukkanam,original
Manaaakadi varum,Fake
പ്രഹസന അപഹാസ്യ  പൂരം !!!😄,original
Ethe eppo athivyshyam anne,Fake
പ്രകൃതി അച്ഛന്‍ : ആരെങ്കിലും വൈറസിനെ കണ്ടിട്ടുണ്ടോ?<br><br>ശാസ്ത്രം: മൈക്രോസ്കോപ്പ് ഉപയോഗിച്ച് എങ്ങനെ താങ്കളുടെ തലച്ചോറ് കാണാന്‍ സാധിക്കുമോ അതേപോലെ ശാസ്ത്രജ്ഞര്‍ക്ക് കൊറോണ വയറസ്സിനെയും കാണാന്‍ സാധിക്കും. തലച്ചോറ് കാണുന്ന കാര്യത്തെ കുറിച്ച് ശാസ്ത്രലോകത്തിന് ഉറപ്പില്ല.,Fake
"Avaru ee vipatinea nerathea mun kuti kandu precautions <a href=""http://edutuayirunu.so/"">edutuayirunu.so</a> right now they are safe",Fake
I am very happy to hear things there are alright.,Fake
6 മണിക്കൂർ കൊണ്ട് 133k ആണ് കണ്ടത് ഷാജൻ ചേട്ടന് ബിഗ് സല്യൂട്ട്,Fake
ഞങ്ങളാണ് ഭരിക്കുന്നത്.. ഞങ്ങൾ എന്തും ചെയ്യും.. പിന്നല്ല,original
Than poada uvvve  than entharinjitan eeechelakkunnadu,Fake
നല്ലൊരു കലാരൂപത്തെ കൊന്നു കൊലവിളിച്ചു :,original
Kooduthal vavvaalukale pachakku thinnaan paranjo,original
Hiyyoooo🤣🤣🤣🤣🙏,original
സാമാനൃബോധമുള്ള ഏതൊരു വ്യക്തിക്കും മനസ്സിലാകും ചൈന ചെയ്യുന്നതെല്ലാം പിശാചിന്റെ പ്രവർത്തിയാണെന്ന്,Fake
കഷ്ടം   ഈ  പെണ്ണുങ്ങൾക്ക്   ഇപ്പഴും   തലക്ക്  വെളിവ്  വന്നിട്ടില്ല  🤣🤣,original
Korona ivattakalekkal etreyo bhedam 🙄🙄🙄🙄🙄,Fake
മനോ...... രമ ..... ..... എന്താ ഒരു സന്തോഷം?......എത്ര കിട്ടി ? അവരെ കാണിച്ചും ഇവരെകാണിച്ചും സുഖിപ്പിക്കേണ്ട. കള്ളത്തരത്തിന് പഞ്ഞമില്ലാത്തവരാണല്ലോ ഭരിക്കുന്നത്.എടുത്തവർക്കെല്ലാം മതിയായി. കൊന്നാലും ഇനിയൊരു വാക്സിന് ഇല്ലേ ഇല്ല എന്നാണ് സകലരും പറയുന്നത്.ഇവരല്ലാണ്ട് ഇനിയുമുണ്ട് ശാസ്ത്രജ്ഞന്മാരും വിവരമുള്ളവരും .സ്വന്തം ശരീരത്തിൽ എന്തു ചെയ്യണമെന്ന് ഞങ്ങളാണ് തീരുമാനിക്കുന്നത്.,original
33 വർഷം ബംഗാളിൽ സ്തുധി ഗീതം പാടി. കേരളത്തിൽ ഉള്ളവനും ഇല്ലാത്തവനും ആയ കുറച്ച് ഗൾഫ്‌കാര് ഉള്ളത് ഭാഗ്യം.ഇല്ലെങ്കിൽ കാണാമായിരുന്നു .....അപ്പൊ ഒരു സംശയം? അപ്പൊ ചൈനീസ് കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഉണ്ടാക്കിയത് പിണറായിയാണോ? ലോകം മുഴുവൻ ശോഭിക്കുന്നു എന്ന് കണ്ടപ്പോ ചോദിച്ചതാണേ?? 🙏,Fake
മനോരമയുടെ ഉള്ളിലിരുപ്പ് എന്തായാലും വ്യക്തം. അവരുടെ കറുത്ത മനസ്സ് ഓരോ ചോദ്യത്തിലും കാണാം.,original
Pinarayi bhagavane katholanee😁😂,original
"As a communist supporter ,I am shame on myself.  Shame to tell myself as Marxist now.",original
Sagav p jayarjettanu ethire nadapadi ethinayirunnu . Adheham ethayalum ethu polythe song onnum undakichitilla kashttam thanny. E pukazthalil veenupokunna alakarath cm,original
എല്ലാ രാജ്യങ്ങളും കൂടി ചൈന കമ്മ്യൂണിസ്റ്റ് ഗവണ്മെന്റിനെ കത്തിച്ചു കടലിൽ ഒഴുക്കി ചൈനയിൽ ജനാധിപത്യം കൊണ്ടുവരണം.,Fake
Ruling party should be role model to the socity to follow up the covid protocol. If the the cm and health minister is saying honestly ask the crowd including ministers those are participated TVM and kozhikkodu party meeting should be go for quarantine.,original
തിരുവനന്തപുരത്തെ നാറ്റിച്ചു കൈയിൽ തന്ന തരുണീ മണികൾക്ക് നന്ദി... ഞാൻ ഒരു തിരുവനന്തപുരം കാരൻ എന്ന് പറഞ്ഞിരുന്ന ഞാൻ ഇപ്പോൾ തലയിൽ മുണ്ടിട്ടു ഒളിവിലാണ്..,original
"&quot;ഇന്നീ വൈറസ്‌ ലോകമെങ്ങും,<br> വ്യാപിച്ചീടും കാരണഭൂതം<br> പിണറായി വിജയനെന്ന<br> സഖാവുതന്നെ..!&quot;",original
പാത്രം കൊട്ടിയിട്ടും വെളിച്ചം തെളിയിച്ചിട്ടും കാര്യമില്ല സാജൻ........ <br>താൻ അപ്പപ്പോൾ കാണുന്നവനെ അപ്പച്ചാ എന്നുവിളിക്കുന്നവൻ അല്ലെ... എന്തെങ്കിലും ഒരു കാര്യം ഉറപ്പിച്ചു പറയാൻ താങ്കൾക്ക് പറ്റുമോ... കൊറോണ എങ്ങിട്ട പോകുന്നു എന്ന് താങ്കൾ തള്ളുന്നത്... ഇവിടെ ദിനം തോറും രോഗികൾ പെരുകുന്നു... താൻ ചാണകം ആണോ തിന്നുന്നെ,Fake
